COD;NOME_PRODUTO;FORNECEDOR;PRECO;DATA_ENTRADA_ESTOQUE;DATA_VENDA
1010;Memória RAM 16GB DDR4;Corsair;400.0;2025-07-22;2025-09-02
1007;Placa de Vídeo RX 6700XT;AMD;2800.0;2025-08-08;2025-09-02
1013;Fonte 750W 80 Plus Gold;EVGA;600.0;2025-08-04;2025-09-10
1006;Placa de Vídeo RX 6600;AMD;1800.0;2025-08-06;2025-09-11
1000;CPU Ryzen 5 5600X;AMD;1200.0;2025-07-18;2025-09-15
1006;Placa de Vídeo RX 6600;AMD;1800.0;2025-08-08;2025-09-16
1019;Monitor 27'' 165Hz;LG;1800.0;2025-07-15;2025-09-09
1010;Memória RAM 16GB DDR4;Corsair;400.0;2025-07-20;2025-09-17
1005;Placa de Vídeo RTX 3070;NVIDIA;3500.0;2025-08-26;2025-09-03
1009;SSD 500GB SATA;Kingston;300.0;2025-07-20;2025-09-10
1011;Memória RAM 32GB DDR4;Corsair;750.0;2025-08-11;2025-09-07
1018;Monitor 24'' 144Hz;AOC;1100.0;2025-07-24;2025-09-02
1006;Placa de Vídeo RX 6600;AMD;1800.0;2025-08-19;2025-09-18
1009;SSD 500GB SATA;Kingston;300.0;2025-08-08;2025-09-03
1015;Placa-mãe Z690;Gigabyte;1500.0;2025-08-20;2025-09-07
1012;Fonte 650W 80 Plus Bronze;Corsair;350.0;2025-08-30;2025-09-09
1006;Placa de Vídeo RX 6600;AMD;1800.0;2025-08-18;2025-09-05
1016;Gabinete Mid Tower;Cooler Master;400.0;2025-08-11;2025-09-10
1003;CPU Core i7 12700K;Intel;2200.0;2025-08-10;2025-09-11
1009;SSD 500GB SATA;Kingston;300.0;2025-07-12;2025-09-06
1008;SSD 1TB NVMe;Samsung;600.0;2025-08-09;2025-09-06
1012;Fonte 650W 80 Plus Bronze;Corsair;350.0;2025-08-08;2025-09-07
1002;CPU Core i5 12400F;Intel;1100.0;2025-07-30;2025-09-13
1011;Memória RAM 32GB DDR4;Corsair;750.0;2025-07-31;2025-09-06
1007;Placa de Vídeo RX 6700XT;AMD;2800.0;2025-07-05;2025-09-01
1016;Gabinete Mid Tower;Cooler Master;400.0;2025-07-22;2025-09-07
1003;CPU Core i7 12700K;Intel;2200.0;2025-07-20;2025-09-12
1005;Placa de Vídeo RTX 3070;NVIDIA;3500.0;2025-08-21;2025-09-11
1000;CPU Ryzen 5 5600X;AMD;1200.0;2025-07-08;2025-09-01
1017;Gabinete ATX;NZXT;600.0;2025-07-21;2025-09-08
1012;Fonte 650W 80 Plus Bronze;Corsair;350.0;2025-08-04;2025-09-17
1017;Gabinete ATX;NZXT;600.0;2025-08-25;2025-09-02
1006;Placa de Vídeo RX 6600;AMD;1800.0;2025-07-29;2025-09-19
1015;Placa-mãe Z690;Gigabyte;1500.0;2025-07-24;2025-09-10
1007;Placa de Vídeo RX 6700XT;AMD;2800.0;2025-07-31;2025-09-19
1011;Memória RAM 32GB DDR4;Corsair;750.0;2025-08-12;2025-09-01
1018;Monitor 24'' 144Hz;AOC;1100.0;2025-07-09;2025-09-13
1009;SSD 500GB SATA;Kingston;300.0;2025-07-18;2025-09-11
1010;Memória RAM 16GB DDR4;Corsair;400.0;2025-07-31;2025-09-14
1008;SSD 1TB NVMe;Samsung;600.0;2025-08-13;2025-09-01
1013;Fonte 750W 80 Plus Gold;EVGA;600.0;2025-08-25;2025-09-16
1014;Placa-mãe B550;ASUS;950.0;2025-07-27;2025-09-07
1016;Gabinete Mid Tower;Cooler Master;400.0;2025-07-12;2025-09-12
1002;CPU Core i5 12400F;Intel;1100.0;2025-08-05;2025-09-16
1002;CPU Core i5 12400F;Intel;1100.0;2025-08-08;2025-09-17
1001;CPU Ryzen 7 5800X;AMD;1900.0;2025-08-21;2025-09-07
1014;Placa-mãe B550;ASUS;950.0;2025-08-01;2025-09-15
1004;Placa de Vídeo RTX 3060;NVIDIA;2500.0;2025-07-23;2025-09-03
1017;Gabinete ATX;NZXT;600.0;2025-07-31;2025-09-08
1002;CPU Core i5 12400F;Intel;1100.0;2025-08-13;2025-09-02
1014;Placa-mãe B550;ASUS;950.0;2025-07-16;2025-09-06
1008;SSD 1TB NVMe;Samsung;600.0;2025-08-13;2025-09-01
1009;SSD 500GB SATA;Kingston;300.0;2025-08-04;2025-09-16
1017;Gabinete ATX;NZXT;600.0;2025-07-29;2025-09-18
1007;Placa de Vídeo RX 6700XT;AMD;2800.0;2025-07-08;2025-09-07
1019;Monitor 27'' 165Hz;LG;1800.0;2025-07-18;2025-09-09
1010;Memória RAM 16GB DDR4;Corsair;400.0;2025-07-30;2025-09-06
1016;Gabinete Mid Tower;Cooler Master;400.0;2025-08-18;2025-09-03
1004;Placa de Vídeo RTX 3060;NVIDIA;2500.0;2025-07-15;2025-09-01
1014;Placa-mãe B550;ASUS;950.0;2025-08-20;2025-09-12
1005;Placa de Vídeo RTX 3070;NVIDIA;3500.0;2025-08-26;2025-09-11
1000;CPU Ryzen 5 5600X;AMD;1200.0;2025-08-23;2025-09-01
1009;SSD 500GB SATA;Kingston;300.0;2025-07-15;2025-09-16
1009;SSD 500GB SATA;Kingston;300.0;2025-08-06;2025-09-10
1009;SSD 500GB SATA;Kingston;300.0;2025-07-06;2025-09-08
1012;Fonte 650W 80 Plus Bronze;Corsair;350.0;2025-07-15;2025-09-12
1016;Gabinete Mid Tower;Cooler Master;400.0;2025-07-19;2025-09-17
1001;CPU Ryzen 7 5800X;AMD;1900.0;2025-07-09;2025-09-01
1014;Placa-mãe B550;ASUS;950.0;2025-07-07;2025-09-04
1015;Placa-mãe Z690;Gigabyte;1500.0;2025-07-20;2025-09-13
1016;Gabinete Mid Tower;Cooler Master;400.0;2025-08-19;2025-09-14
1016;Gabinete Mid Tower;Cooler Master;400.0;2025-07-09;2025-09-07
1010;Memória RAM 16GB DDR4;Corsair;400.0;2025-08-07;2025-09-14
1015;Placa-mãe Z690;Gigabyte;1500.0;2025-08-13;2025-09-01
1000;CPU Ryzen 5 5600X;AMD;1200.0;2025-08-20;2025-09-14
1017;Gabinete ATX;NZXT;600.0;2025-07-06;2025-09-13
1005;Placa de Vídeo RTX 3070;NVIDIA;3500.0;2025-08-05;2025-09-06
1013;Fonte 750W 80 Plus Gold;EVGA;600.0;2025-08-20;2025-09-16
1003;CPU Core i7 12700K;Intel;2200.0;2025-08-04;2025-09-04
1019;Monitor 27'' 165Hz;LG;1800.0;2025-07-13;2025-09-15
1013;Fonte 750W 80 Plus Gold;EVGA;600.0;2025-07-20;2025-09-06
1013;Fonte 750W 80 Plus Gold;EVGA;600.0;2025-08-21;2025-09-10
1019;Monitor 27'' 165Hz;LG;1800.0;2025-08-24;2025-09-15
1012;Fonte 650W 80 Plus Bronze;Corsair;350.0;2025-08-15;2025-09-03
1003;CPU Core i7 12700K;Intel;2200.0;2025-07-18;2025-09-07
1001;CPU Ryzen 7 5800X;AMD;1900.0;2025-07-28;2025-09-05
1016;Gabinete Mid Tower;Cooler Master;400.0;2025-08-10;2025-09-19
1002;CPU Core i5 12400F;Intel;1100.0;2025-07-10;2025-09-02
1009;SSD 500GB SATA;Kingston;300.0;2025-08-26;2025-09-13
1017;Gabinete ATX;NZXT;600.0;2025-08-11;2025-09-04
1015;Placa-mãe Z690;Gigabyte;1500.0;2025-08-15;2025-09-16
1002;CPU Core i5 12400F;Intel;1100.0;2025-08-17;2025-09-19
1019;Monitor 27'' 165Hz;LG;1800.0;2025-07-10;2025-09-06
1001;CPU Ryzen 7 5800X;AMD;1900.0;2025-08-10;2025-09-10
1007;Placa de Vídeo RX 6700XT;AMD;2800.0;2025-08-12;2025-09-11
1010;Memória RAM 16GB DDR4;Corsair;400.0;2025-07-13;2025-09-06
1018;Monitor 24'' 144Hz;AOC;1100.0;2025-07-16;2025-09-05
1016;Gabinete Mid Tower;Cooler Master;400.0;2025-07-19;2025-09-18
1002;CPU Core i5 12400F;Intel;1100.0;2025-07-15;2025-09-09
1011;Memória RAM 32GB DDR4;Corsair;750.0;2025-07-31;2025-09-16
1002;CPU Core i5 12400F;Intel;1100.0;2025-08-15;2025-09-11
1002;CPU Core i5 12400F;Intel;1100.0;2025-07-18;2025-09-03
1015;Placa-mãe Z690;Gigabyte;1500.0;2025-08-21;2025-09-18
1001;CPU Ryzen 7 5800X;AMD;1900.0;2025-08-30;2025-09-16
1013;Fonte 750W 80 Plus Gold;EVGA;600.0;2025-07-26;2025-09-04
1008;SSD 1TB NVMe;Samsung;600.0;2025-08-04;2025-09-19
1012;Fonte 650W 80 Plus Bronze;Corsair;350.0;2025-07-24;2025-09-17
1009;SSD 500GB SATA;Kingston;300.0;2025-08-07;2025-09-18
1004;Placa de Vídeo RTX 3060;NVIDIA;2500.0;2025-07-08;2025-09-03
1010;Memória RAM 16GB DDR4;Corsair;400.0;2025-08-14;2025-09-01
1012;Fonte 650W 80 Plus Bronze;Corsair;350.0;2025-08-17;2025-09-12
1010;Memória RAM 16GB DDR4;Corsair;400.0;2025-07-29;2025-09-11
1007;Placa de Vídeo RX 6700XT;AMD;2800.0;2025-07-25;2025-09-17
1001;CPU Ryzen 7 5800X;AMD;1900.0;2025-07-31;2025-09-09
1015;Placa-mãe Z690;Gigabyte;1500.0;2025-07-27;2025-09-14
1009;SSD 500GB SATA;Kingston;300.0;2025-07-14;2025-09-17
1006;Placa de Vídeo RX 6600;AMD;1800.0;2025-08-18;2025-09-08
1006;Placa de Vídeo RX 6600;AMD;1800.0;2025-07-05;2025-09-14
1005;Placa de Vídeo RTX 3070;NVIDIA;3500.0;2025-07-31;2025-09-16
1000;CPU Ryzen 5 5600X;AMD;1200.0;2025-08-03;2025-09-17
1006;Placa de Vídeo RX 6600;AMD;1800.0;2025-08-27;2025-09-15
1013;Fonte 750W 80 Plus Gold;EVGA;600.0;2025-07-12;2025-09-10
1004;Placa de Vídeo RTX 3060;NVIDIA;2500.0;2025-07-21;2025-09-04
1004;Placa de Vídeo RTX 3060;NVIDIA;2500.0;2025-07-28;2025-09-01
1019;Monitor 27'' 165Hz;LG;1800.0;2025-07-30;2025-09-16
1016;Gabinete Mid Tower;Cooler Master;400.0;2025-07-13;2025-09-16
1013;Fonte 750W 80 Plus Gold;EVGA;600.0;2025-08-21;2025-09-07
1009;SSD 500GB SATA;Kingston;300.0;2025-08-09;2025-09-18
1013;Fonte 750W 80 Plus Gold;EVGA;600.0;2025-08-01;2025-09-17
1015;Placa-mãe Z690;Gigabyte;1500.0;2025-07-25;2025-09-12
1018;Monitor 24'' 144Hz;AOC;1100.0;2025-07-12;2025-09-12
1003;CPU Core i7 12700K;Intel;2200.0;2025-07-09;2025-09-01
1003;CPU Core i7 12700K;Intel;2200.0;2025-07-30;2025-09-17
1010;Memória RAM 16GB DDR4;Corsair;400.0;2025-07-27;2025-09-09
1014;Placa-mãe B550;ASUS;950.0;2025-08-13;2025-09-01
1004;Placa de Vídeo RTX 3060;NVIDIA;2500.0;2025-08-10;2025-09-07
1010;Memória RAM 16GB DDR4;Corsair;400.0;2025-07-05;2025-09-06
1011;Memória RAM 32GB DDR4;Corsair;750.0;2025-07-23;2025-09-10
1014;Placa-mãe B550;ASUS;950.0;2025-08-08;2025-09-01
1003;CPU Core i7 12700K;Intel;2200.0;2025-07-21;2025-09-10
1012;Fonte 650W 80 Plus Bronze;Corsair;350.0;2025-07-28;2025-09-13
1016;Gabinete Mid Tower;Cooler Master;400.0;2025-07-30;2025-09-01
1002;CPU Core i5 12400F;Intel;1100.0;2025-07-21;2025-09-09
1013;Fonte 750W 80 Plus Gold;EVGA;600.0;2025-08-07;2025-09-05
1016;Gabinete Mid Tower;Cooler Master;400.0;2025-08-05;2025-09-13
1011;Memória RAM 32GB DDR4;Corsair;750.0;2025-08-29;2025-09-08
1018;Monitor 24'' 144Hz;AOC;1100.0;2025-08-06;2025-09-15
1000;CPU Ryzen 5 5600X;AMD;1200.0;2025-08-24;2025-09-03
1017;Gabinete ATX;NZXT;600.0;2025-07-25;2025-09-08
1017;Gabinete ATX;NZXT;600.0;2025-08-20;2025-09-01
1008;SSD 1TB NVMe;Samsung;600.0;2025-08-26;2025-09-09
1013;Fonte 750W 80 Plus Gold;EVGA;600.0;2025-08-01;2025-09-04
1002;CPU Core i5 12400F;Intel;1100.0;2025-08-13;2025-09-08
1007;Placa de Vídeo RX 6700XT;AMD;2800.0;2025-07-20;2025-09-02
1014;Placa-mãe B550;ASUS;950.0;2025-07-30;2025-09-16
1012;Fonte 650W 80 Plus Bronze;Corsair;350.0;2025-08-29;2025-09-15
1015;Placa-mãe Z690;Gigabyte;1500.0;2025-08-13;2025-09-06
1016;Gabinete Mid Tower;Cooler Master;400.0;2025-07-14;2025-09-17
1009;SSD 500GB SATA;Kingston;300.0;2025-08-30;2025-09-06
1016;Gabinete Mid Tower;Cooler Master;400.0;2025-08-02;2025-09-19
1017;Gabinete ATX;NZXT;600.0;2025-07-22;2025-09-01
1000;CPU Ryzen 5 5600X;AMD;1200.0;2025-07-11;2025-09-11
1005;Placa de Vídeo RTX 3070;NVIDIA;3500.0;2025-07-25;2025-09-10
1008;SSD 1TB NVMe;Samsung;600.0;2025-08-09;2025-09-14
1000;CPU Ryzen 5 5600X;AMD;1200.0;2025-08-10;2025-09-15
1005;Placa de Vídeo RTX 3070;NVIDIA;3500.0;2025-07-11;2025-09-10
1019;Monitor 27'' 165Hz;LG;1800.0;2025-08-07;2025-09-14
1013;Fonte 750W 80 Plus Gold;EVGA;600.0;2025-07-04;2025-09-18
1010;Memória RAM 16GB DDR4;Corsair;400.0;2025-07-07;2025-09-16
1001;CPU Ryzen 7 5800X;AMD;1900.0;2025-08-03;2025-09-16
1007;Placa de Vídeo RX 6700XT;AMD;2800.0;2025-08-04;2025-09-19
1008;SSD 1TB NVMe;Samsung;600.0;2025-08-19;2025-09-05
1019;Monitor 27'' 165Hz;LG;1800.0;2025-08-29;2025-09-18
1003;CPU Core i7 12700K;Intel;2200.0;2025-08-26;2025-09-07
1008;SSD 1TB NVMe;Samsung;600.0;2025-07-07;2025-09-11
1011;Memória RAM 32GB DDR4;Corsair;750.0;2025-07-28;2025-09-06
1010;Memória RAM 16GB DDR4;Corsair;400.0;2025-08-15;2025-09-08
1016;Gabinete Mid Tower;Cooler Master;400.0;2025-07-10;2025-09-03
1018;Monitor 24'' 144Hz;AOC;1100.0;2025-08-24;2025-09-06
1015;Placa-mãe Z690;Gigabyte;1500.0;2025-08-07;2025-09-04
1011;Memória RAM 32GB DDR4;Corsair;750.0;2025-08-27;2025-09-04
1007;Placa de Vídeo RX 6700XT;AMD;2800.0;2025-07-28;2025-09-13
1002;CPU Core i5 12400F;Intel;1100.0;2025-08-18;2025-09-19
1013;Fonte 750W 80 Plus Gold;EVGA;600.0;2025-07-03;2025-09-14
1018;Monitor 24'' 144Hz;AOC;1100.0;2025-08-26;2025-09-10
1011;Memória RAM 32GB DDR4;Corsair;750.0;2025-08-19;2025-09-14
1019;Monitor 27'' 165Hz;LG;1800.0;2025-07-05;2025-09-04
1011;Memória RAM 32GB DDR4;Corsair;750.0;2025-07-08;2025-09-06
1002;CPU Core i5 12400F;Intel;1100.0;2025-08-15;2025-09-03
1003;CPU Core i7 12700K;Intel;2200.0;2025-08-18;2025-09-14
1004;Placa de Vídeo RTX 3060;NVIDIA;2500.0;2025-07-27;2025-09-07
1011;Memória RAM 32GB DDR4;Corsair;750.0;2025-08-04;2025-09-18
1003;CPU Core i7 12700K;Intel;2200.0;2025-07-28;2025-09-16
1011;Memória RAM 32GB DDR4;Corsair;750.0;2025-07-17;2025-09-03
1019;Monitor 27'' 165Hz;LG;1800.0;2025-08-18;2025-09-03
1001;CPU Ryzen 7 5800X;AMD;1900.0;2025-08-07;2025-09-02
1000;CPU Ryzen 5 5600X;AMD;1200.0;2025-07-30;2025-09-04
1010;Memória RAM 16GB DDR4;Corsair;400.0;2025-08-19;2025-09-12
1012;Fonte 650W 80 Plus Bronze;Corsair;350.0;2025-07-27;2025-09-19
1005;Placa de Vídeo RTX 3070;NVIDIA;3500.0;2025-08-08;2025-09-19
1016;Gabinete Mid Tower;Cooler Master;400.0;2025-07-04;2025-09-04
1006;Placa de Vídeo RX 6600;AMD;1800.0;2025-08-31;2025-09-06
1010;Memória RAM 16GB DDR4;Corsair;400.0;2025-08-20;2025-09-05
1003;CPU Core i7 12700K;Intel;2200.0;2025-07-17;2025-09-03
1006;Placa de Vídeo RX 6600;AMD;1800.0;2025-08-12;2025-09-18
1019;Monitor 27'' 165Hz;LG;1800.0;2025-08-25;2025-09-04
1016;Gabinete Mid Tower;Cooler Master;400.0;2025-08-16;2025-09-13
1000;CPU Ryzen 5 5600X;AMD;1200.0;2025-08-05;2025-09-03
1018;Monitor 24'' 144Hz;AOC;1100.0;2025-07-19;2025-09-13
1000;CPU Ryzen 5 5600X;AMD;1200.0;2025-07-07;2025-09-05
1000;CPU Ryzen 5 5600X;AMD;1200.0;2025-08-31;2025-09-19
1001;CPU Ryzen 7 5800X;AMD;1900.0;2025-07-27;2025-09-09
1013;Fonte 750W 80 Plus Gold;EVGA;600.0;2025-08-08;2025-09-11
1014;Placa-mãe B550;ASUS;950.0;2025-07-06;2025-09-02
1005;Placa de Vídeo RTX 3070;NVIDIA;3500.0;2025-08-16;2025-09-07
1017;Gabinete ATX;NZXT;600.0;2025-08-28;2025-09-07
1003;CPU Core i7 12700K;Intel;2200.0;2025-08-17;2025-09-16
1002;CPU Core i5 12400F;Intel;1100.0;2025-08-11;2025-09-08
1016;Gabinete Mid Tower;Cooler Master;400.0;2025-08-11;2025-09-08
1011;Memória RAM 32GB DDR4;Corsair;750.0;2025-07-29;2025-09-02
1006;Placa de Vídeo RX 6600;AMD;1800.0;2025-08-15;2025-09-16
1009;SSD 500GB SATA;Kingston;300.0;2025-08-12;2025-09-08
1015;Placa-mãe Z690;Gigabyte;1500.0;2025-07-28;2025-09-11
1005;Placa de Vídeo RTX 3070;NVIDIA;3500.0;2025-08-28;2025-09-14
1003;CPU Core i7 12700K;Intel;2200.0;2025-07-17;2025-09-03
1015;Placa-mãe Z690;Gigabyte;1500.0;2025-07-04;2025-09-13
1002;CPU Core i5 12400F;Intel;1100.0;2025-08-18;2025-09-08
1007;Placa de Vídeo RX 6700XT;AMD;2800.0;2025-08-03;2025-09-14
1017;Gabinete ATX;NZXT;600.0;2025-08-16;2025-09-16
1013;Fonte 750W 80 Plus Gold;EVGA;600.0;2025-07-23;2025-09-09
1006;Placa de Vídeo RX 6600;AMD;1800.0;2025-07-08;2025-09-10
1005;Placa de Vídeo RTX 3070;NVIDIA;3500.0;2025-07-29;2025-09-06
1019;Monitor 27'' 165Hz;LG;1800.0;2025-08-23;2025-09-03
1015;Placa-mãe Z690;Gigabyte;1500.0;2025-07-29;2025-09-18
1010;Memória RAM 16GB DDR4;Corsair;400.0;2025-08-18;2025-09-11
1013;Fonte 750W 80 Plus Gold;EVGA;600.0;2025-08-19;2025-09-18
1018;Monitor 24'' 144Hz;AOC;1100.0;2025-08-13;2025-09-04
1016;Gabinete Mid Tower;Cooler Master;400.0;2025-07-31;2025-09-09
1017;Gabinete ATX;NZXT;600.0;2025-08-02;2025-09-04
1000;CPU Ryzen 5 5600X;AMD;1200.0;2025-07-17;2025-09-01
1002;CPU Core i5 12400F;Intel;1100.0;2025-07-26;2025-09-01
1016;Gabinete Mid Tower;Cooler Master;400.0;2025-08-18;2025-09-06
1008;SSD 1TB NVMe;Samsung;600.0;2025-07-07;2025-09-10
1010;Memória RAM 16GB DDR4;Corsair;400.0;2025-08-16;2025-09-14
1013;Fonte 750W 80 Plus Gold;EVGA;600.0;2025-07-07;2025-09-02
1006;Placa de Vídeo RX 6600;AMD;1800.0;2025-07-19;2025-09-19
1018;Monitor 24'' 144Hz;AOC;1100.0;2025-07-25;2025-09-02
1010;Memória RAM 16GB DDR4;Corsair;400.0;2025-07-30;2025-09-07
1013;Fonte 750W 80 Plus Gold;EVGA;600.0;2025-07-14;2025-09-06
1017;Gabinete ATX;NZXT;600.0;2025-07-16;2025-09-06
1019;Monitor 27'' 165Hz;LG;1800.0;2025-08-16;2025-09-07
1002;CPU Core i5 12400F;Intel;1100.0;2025-07-17;2025-09-13
